mmwrstrt	mmwrend	studywk	week	wyear	season	dvdweek	month	yearmonth
1/2/1972	1/8/1972	1	1	1972	1971\1972	197201	1	197201
1/9/1972	1/15/1972	2	2	1972	1971\1972	197202	1	197201
1/16/1972	1/22/1972	3	3	1972	1971\1972	197203	1	197201
1/23/1972	1/29/1972	4	4	1972	1971\1972	197204	1	197201
1/30/1972	2/5/1972	5	5	1972	1971\1972	197205	2	197202
2/6/1972	2/12/1972	6	6	1972	1971\1972	197206	2	197202
2/13/1972	2/19/1972	7	7	1972	1971\1972	197207	2	197202
2/20/1972	2/26/1972	8	8	1972	1971\1972	197208	2	197202
2/27/1972	3/4/1972	9	9	1972	1971\1972	197209	3	197203
3/5/1972	3/11/1972	10	10	1972	1971\1972	197210	3	197203
3/12/1972	3/18/1972	11	11	1972	1971\1972	197211	3	197203
3/19/1972	3/25/1972	12	12	1972	1971\1972	197212	3	197203
3/26/1972	4/1/1972	13	13	1972	1971\1972	197213	3	197203
4/2/1972	4/8/1972	14	14	1972	1971\1972	197214	4	197204
4/9/1972	4/15/1972	15	15	1972	1971\1972	197215	4	197204
4/16/1972	4/22/1972	16	16	1972	1971\1972	197216	4	197204
4/23/1972	4/29/1972	17	17	1972	1971\1972	197217	4	197204
4/30/1972	5/6/1972	18	18	1972	1971\1972	197218	5	197205
5/7/1972	5/13/1972	19	19	1972	1971\1972	197219	5	197205
5/14/1972	5/20/1972	20	20	1972	1971\1972	197220	5	197205
5/21/1972	5/27/1972	21	21	1972	1971\1972	197221	5	197205
5/28/1972	6/3/1972	22	22	1972	1971\1972	197222	5	197205
6/4/1972	6/10/1972	23	23	1972	1971\1972	197223	6	197206
6/11/1972	6/17/1972	24	24	1972	1971\1972	197224	6	197206
6/18/1972	6/24/1972	25	25	1972	1971\1972	197225	6	197206
6/25/1972	7/1/1972	26	26	1972	1971\1972	197226	6	197206
7/2/1972	7/8/1972	27	27	1972	1972\1973	197227	7	197207
7/9/1972	7/15/1972	28	28	1972	1972\1973	197228	7	197207
7/16/1972	7/22/1972	29	29	1972	1972\1973	197229	7	197207
7/23/1972	7/29/1972	30	30	1972	1972\1973	197230	7	197207
7/30/1972	8/5/1972	31	31	1972	1972\1973	197231	8	197208
8/6/1972	8/12/1972	32	32	1972	1972\1973	197232	8	197208
8/13/1972	8/19/1972	33	33	1972	1972\1973	197233	8	197208
8/20/1972	8/26/1972	34	34	1972	1972\1973	197234	8	197208
8/27/1972	9/2/1972	35	35	1972	1972\1973	197235	8	197208
9/3/1972	9/9/1972	36	36	1972	1972\1973	197236	9	197209
9/10/1972	9/16/1972	37	37	1972	1972\1973	197237	9	197209
9/17/1972	9/23/1972	38	38	1972	1972\1973	197238	9	197209
9/24/1972	9/30/1972	39	39	1972	1972\1973	197239	9	197209
10/1/1972	10/7/1972	40	40	1972	1972\1973	197240	10	197210
10/8/1972	10/14/1972	41	41	1972	1972\1973	197241	10	197210
10/15/1972	10/21/1972	42	42	1972	1972\1973	197242	10	197210
10/22/1972	10/28/1972	43	43	1972	1972\1973	197243	10	197210
10/29/1972	11/4/1972	44	44	1972	1972\1973	197244	11	197211
11/5/1972	11/11/1972	45	45	1972	1972\1973	197245	11	197211
11/12/1972	11/18/1972	46	46	1972	1972\1973	197246	11	197211
11/19/1972	11/25/1972	47	47	1972	1972\1973	197247	11	197211
11/26/1972	12/2/1972	48	48	1972	1972\1973	197248	11	197211
12/3/1972	12/9/1972	49	49	1972	1972\1973	197249	12	197212
12/10/1972	12/16/1972	50	50	1972	1972\1973	197250	12	197212
12/17/1972	12/23/1972	51	51	1972	1972\1973	197251	12	197212
12/24/1972	12/30/1972	52	52	1972	1972\1973	197252	12	197212
12/31/1972	1/6/1973	53	1	1973	1972\1973	197301	1	197301
1/7/1973	1/13/1973	54	2	1973	1972\1973	197302	1	197301
1/14/1973	1/20/1973	55	3	1973	1972\1973	197303	1	197301
1/21/1973	1/27/1973	56	4	1973	1972\1973	197304	1	197301
1/28/1973	2/3/1973	57	5	1973	1972\1973	197305	1	197301
2/4/1973	2/10/1973	58	6	1973	1972\1973	197306	2	197302
2/11/1973	2/17/1973	59	7	1973	1972\1973	197307	2	197302
2/18/1973	2/24/1973	60	8	1973	1972\1973	197308	2	197302
2/25/1973	3/3/1973	61	9	1973	1972\1973	197309	2	197302
3/4/1973	3/10/1973	62	10	1973	1972\1973	197310	3	197303
3/11/1973	3/17/1973	63	11	1973	1972\1973	197311	3	197303
3/18/1973	3/24/1973	64	12	1973	1972\1973	197312	3	197303
3/25/1973	3/31/1973	65	13	1973	1972\1973	197313	3	197303
4/1/1973	4/7/1973	66	14	1973	1972\1973	197314	4	197304
4/8/1973	4/14/1973	67	15	1973	1972\1973	197315	4	197304
4/15/1973	4/21/1973	68	16	1973	1972\1973	197316	4	197304
4/22/1973	4/28/1973	69	17	1973	1972\1973	197317	4	197304
4/29/1973	5/5/1973	70	18	1973	1972\1973	197318	5	197305
5/6/1973	5/12/1973	71	19	1973	1972\1973	197319	5	197305
5/13/1973	5/19/1973	72	20	1973	1972\1973	197320	5	197305
5/20/1973	5/26/1973	73	21	1973	1972\1973	197321	5	197305
5/27/1973	6/2/1973	74	22	1973	1972\1973	197322	5	197305
6/3/1973	6/9/1973	75	23	1973	1972\1973	197323	6	197306
6/10/1973	6/16/1973	76	24	1973	1972\1973	197324	6	197306
6/17/1973	6/23/1973	77	25	1973	1972\1973	197325	6	197306
6/24/1973	6/30/1973	78	26	1973	1972\1973	197326	6	197306
7/1/1973	7/7/1973	79	27	1973	1973\1974	197327	7	197307
7/8/1973	7/14/1973	80	28	1973	1973\1974	197328	7	197307
7/15/1973	7/21/1973	81	29	1973	1973\1974	197329	7	197307
7/22/1973	7/28/1973	82	30	1973	1973\1974	197330	7	197307
7/29/1973	8/4/1973	83	31	1973	1973\1974	197331	8	197308
8/5/1973	8/11/1973	84	32	1973	1973\1974	197332	8	197308
8/12/1973	8/18/1973	85	33	1973	1973\1974	197333	8	197308
8/19/1973	8/25/1973	86	34	1973	1973\1974	197334	8	197308
8/26/1973	9/1/1973	87	35	1973	1973\1974	197335	8	197308
9/2/1973	9/8/1973	88	36	1973	1973\1974	197336	9	197309
9/9/1973	9/15/1973	89	37	1973	1973\1974	197337	9	197309
9/16/1973	9/22/1973	90	38	1973	1973\1974	197338	9	197309
9/23/1973	9/29/1973	91	39	1973	1973\1974	197339	9	197309
9/30/1973	10/6/1973	92	40	1973	1973\1974	197340	10	197310
10/7/1973	10/13/1973	93	41	1973	1973\1974	197341	10	197310
10/14/1973	10/20/1973	94	42	1973	1973\1974	197342	10	197310
10/21/1973	10/27/1973	95	43	1973	1973\1974	197343	10	197310
10/28/1973	11/3/1973	96	44	1973	1973\1974	197344	10	197310
11/4/1973	11/10/1973	97	45	1973	1973\1974	197345	11	197311
11/11/1973	11/17/1973	98	46	1973	1973\1974	197346	11	197311
11/18/1973	11/24/1973	99	47	1973	1973\1974	197347	11	197311
11/25/1973	12/1/1973	100	48	1973	1973\1974	197348	11	197311
12/2/1973	12/8/1973	101	49	1973	1973\1974	197349	12	197312
12/9/1973	12/15/1973	102	50	1973	1973\1974	197350	12	197312
12/16/1973	12/22/1973	103	51	1973	1973\1974	197351	12	197312
12/23/1973	12/29/1973	104	52	1973	1973\1974	197352	12	197312
12/30/1973	1/5/1974	105	1	1974	1973\1974	197401	1	197401
1/6/1974	1/12/1974	106	2	1974	1973\1974	197402	1	197401
1/13/1974	1/19/1974	107	3	1974	1973\1974	197403	1	197401
1/20/1974	1/26/1974	108	4	1974	1973\1974	197404	1	197401
1/27/1974	2/2/1974	109	5	1974	1973\1974	197405	1	197401
2/3/1974	2/9/1974	110	6	1974	1973\1974	197406	2	197402
2/10/1974	2/16/1974	111	7	1974	1973\1974	197407	2	197402
2/17/1974	2/23/1974	112	8	1974	1973\1974	197408	2	197402
2/24/1974	3/2/1974	113	9	1974	1973\1974	197409	2	197402
3/3/1974	3/9/1974	114	10	1974	1973\1974	197410	3	197403
3/10/1974	3/16/1974	115	11	1974	1973\1974	197411	3	197403
3/17/1974	3/23/1974	116	12	1974	1973\1974	197412	3	197403
3/24/1974	3/30/1974	117	13	1974	1973\1974	197413	3	197403
3/31/1974	4/6/1974	118	14	1974	1973\1974	197414	4	197404
4/7/1974	4/13/1974	119	15	1974	1973\1974	197415	4	197404
4/14/1974	4/20/1974	120	16	1974	1973\1974	197416	4	197404
4/21/1974	4/27/1974	121	17	1974	1973\1974	197417	4	197404
4/28/1974	5/4/1974	122	18	1974	1973\1974	197418	5	197405
5/5/1974	5/11/1974	123	19	1974	1973\1974	197419	5	197405
5/12/1974	5/18/1974	124	20	1974	1973\1974	197420	5	197405
5/19/1974	5/25/1974	125	21	1974	1973\1974	197421	5	197405
5/26/1974	6/1/1974	126	22	1974	1973\1974	197422	5	197405
6/2/1974	6/8/1974	127	23	1974	1973\1974	197423	6	197406
6/9/1974	6/15/1974	128	24	1974	1973\1974	197424	6	197406
6/16/1974	6/22/1974	129	25	1974	1973\1974	197425	6	197406
6/23/1974	6/29/1974	130	26	1974	1973\1974	197426	6	197406
6/30/1974	7/6/1974	131	27	1974	1974\1975	197427	7	197407
7/7/1974	7/13/1974	132	28	1974	1974\1975	197428	7	197407
7/14/1974	7/20/1974	133	29	1974	1974\1975	197429	7	197407
7/21/1974	7/27/1974	134	30	1974	1974\1975	197430	7	197407
7/28/1974	8/3/1974	135	31	1974	1974\1975	197431	7	197407
8/4/1974	8/10/1974	136	32	1974	1974\1975	197432	8	197408
8/11/1974	8/17/1974	137	33	1974	1974\1975	197433	8	197408
8/18/1974	8/24/1974	138	34	1974	1974\1975	197434	8	197408
8/25/1974	8/31/1974	139	35	1974	1974\1975	197435	8	197408
9/1/1974	9/7/1974	140	36	1974	1974\1975	197436	9	197409
9/8/1974	9/14/1974	141	37	1974	1974\1975	197437	9	197409
9/15/1974	9/21/1974	142	38	1974	1974\1975	197438	9	197409
9/22/1974	9/28/1974	143	39	1974	1974\1975	197439	9	197409
9/29/1974	10/5/1974	144	40	1974	1974\1975	197440	10	197410
10/6/1974	10/12/1974	145	41	1974	1974\1975	197441	10	197410
10/13/1974	10/19/1974	146	42	1974	1974\1975	197442	10	197410
10/20/1974	10/26/1974	147	43	1974	1974\1975	197443	10	197410
10/27/1974	11/2/1974	148	44	1974	1974\1975	197444	10	197410
11/3/1974	11/9/1974	149	45	1974	1974\1975	197445	11	197411
11/10/1974	11/16/1974	150	46	1974	1974\1975	197446	11	197411
11/17/1974	11/23/1974	151	47	1974	1974\1975	197447	11	197411
11/24/1974	11/30/1974	152	48	1974	1974\1975	197448	11	197411
12/1/1974	12/7/1974	153	49	1974	1974\1975	197449	12	197412
12/8/1974	12/14/1974	154	50	1974	1974\1975	197450	12	197412
12/15/1974	12/21/1974	155	51	1974	1974\1975	197451	12	197412
12/22/1974	12/28/1974	156	52	1974	1974\1975	197452	12	197412
12/29/1974	1/4/1975	157	1	1975	1974\1975	197501	1	197501
1/5/1975	1/11/1975	158	2	1975	1974\1975	197502	1	197501
1/12/1975	1/18/1975	159	3	1975	1974\1975	197503	1	197501
1/19/1975	1/25/1975	160	4	1975	1974\1975	197504	1	197501
1/26/1975	2/1/1975	161	5	1975	1974\1975	197505	1	197501
2/2/1975	2/8/1975	162	6	1975	1974\1975	197506	2	197502
2/9/1975	2/15/1975	163	7	1975	1974\1975	197507	2	197502
2/16/1975	2/22/1975	164	8	1975	1974\1975	197508	2	197502
2/23/1975	3/1/1975	165	9	1975	1974\1975	197509	2	197502
3/2/1975	3/8/1975	166	10	1975	1974\1975	197510	3	197503
3/9/1975	3/15/1975	167	11	1975	1974\1975	197511	3	197503
3/16/1975	3/22/1975	168	12	1975	1974\1975	197512	3	197503
3/23/1975	3/29/1975	169	13	1975	1974\1975	197513	3	197503
3/30/1975	4/5/1975	170	14	1975	1974\1975	197514	4	197504
4/6/1975	4/12/1975	171	15	1975	1974\1975	197515	4	197504
4/13/1975	4/19/1975	172	16	1975	1974\1975	197516	4	197504
4/20/1975	4/26/1975	173	17	1975	1974\1975	197517	4	197504
4/27/1975	5/3/1975	174	18	1975	1974\1975	197518	4	197504
5/4/1975	5/10/1975	175	19	1975	1974\1975	197519	5	197505
5/11/1975	5/17/1975	176	20	1975	1974\1975	197520	5	197505
5/18/1975	5/24/1975	177	21	1975	1974\1975	197521	5	197505
5/25/1975	5/31/1975	178	22	1975	1974\1975	197522	5	197505
6/1/1975	6/7/1975	179	23	1975	1974\1975	197523	6	197506
6/8/1975	6/14/1975	180	24	1975	1974\1975	197524	6	197506
6/15/1975	6/21/1975	181	25	1975	1974\1975	197525	6	197506
6/22/1975	6/28/1975	182	26	1975	1974\1975	197526	6	197506
6/29/1975	7/5/1975	183	27	1975	1975\1976	197527	7	197507
7/6/1975	7/12/1975	184	28	1975	1975\1976	197528	7	197507
7/13/1975	7/19/1975	185	29	1975	1975\1976	197529	7	197507
7/20/1975	7/26/1975	186	30	1975	1975\1976	197530	7	197507
7/27/1975	8/2/1975	187	31	1975	1975\1976	197531	7	197507
8/3/1975	8/9/1975	188	32	1975	1975\1976	197532	8	197508
8/10/1975	8/16/1975	189	33	1975	1975\1976	197533	8	197508
8/17/1975	8/23/1975	190	34	1975	1975\1976	197534	8	197508
8/24/1975	8/30/1975	191	35	1975	1975\1976	197535	8	197508
8/31/1975	9/6/1975	192	36	1975	1975\1976	197536	9	197509
9/7/1975	9/13/1975	193	37	1975	1975\1976	197537	9	197509
9/14/1975	9/20/1975	194	38	1975	1975\1976	197538	9	197509
9/21/1975	9/27/1975	195	39	1975	1975\1976	197539	9	197509
9/28/1975	10/4/1975	196	40	1975	1975\1976	197540	10	197510
10/5/1975	10/11/1975	197	41	1975	1975\1976	197541	10	197510
10/12/1975	10/18/1975	198	42	1975	1975\1976	197542	10	197510
10/19/1975	10/25/1975	199	43	1975	1975\1976	197543	10	197510
10/26/1975	11/1/1975	200	44	1975	1975\1976	197544	10	197510
11/2/1975	11/8/1975	201	45	1975	1975\1976	197545	11	197511
11/9/1975	11/15/1975	202	46	1975	1975\1976	197546	11	197511
11/16/1975	11/22/1975	203	47	1975	1975\1976	197547	11	197511
11/23/1975	11/29/1975	204	48	1975	1975\1976	197548	11	197511
11/30/1975	12/6/1975	205	49	1975	1975\1976	197549	12	197512
12/7/1975	12/13/1975	206	50	1975	1975\1976	197550	12	197512
12/14/1975	12/20/1975	207	51	1975	1975\1976	197551	12	197512
12/21/1975	12/27/1975	208	52	1975	1975\1976	197552	12	197512
12/28/1975	1/3/1976	209	53	1975	1975\1976	197553	12	197512
1/4/1976	1/10/1976	210	1	1976	1975\1976	197601	1	197601
1/11/1976	1/17/1976	211	2	1976	1975\1976	197602	1	197601
1/18/1976	1/24/1976	212	3	1976	1975\1976	197603	1	197601
1/25/1976	1/31/1976	213	4	1976	1975\1976	197604	1	197601
2/1/1976	2/7/1976	214	5	1976	1975\1976	197605	2	197602
2/8/1976	2/14/1976	215	6	1976	1975\1976	197606	2	197602
2/15/1976	2/21/1976	216	7	1976	1975\1976	197607	2	197602
2/22/1976	2/28/1976	217	8	1976	1975\1976	197608	2	197602
2/29/1976	3/6/1976	218	9	1976	1975\1976	197609	3	197603
3/7/1976	3/13/1976	219	10	1976	1975\1976	197610	3	197603
3/14/1976	3/20/1976	220	11	1976	1975\1976	197611	3	197603
3/21/1976	3/27/1976	221	12	1976	1975\1976	197612	3	197603
3/28/1976	4/3/1976	222	13	1976	1975\1976	197613	3	197603
4/4/1976	4/10/1976	223	14	1976	1975\1976	197614	4	197604
4/11/1976	4/17/1976	224	15	1976	1975\1976	197615	4	197604
4/18/1976	4/24/1976	225	16	1976	1975\1976	197616	4	197604
4/25/1976	5/1/1976	226	17	1976	1975\1976	197617	4	197604
5/2/1976	5/8/1976	227	18	1976	1975\1976	197618	5	197605
5/9/1976	5/15/1976	228	19	1976	1975\1976	197619	5	197605
5/16/1976	5/22/1976	229	20	1976	1975\1976	197620	5	197605
5/23/1976	5/29/1976	230	21	1976	1975\1976	197621	5	197605
5/30/1976	6/5/1976	231	22	1976	1975\1976	197622	6	197606
6/6/1976	6/12/1976	232	23	1976	1975\1976	197623	6	197606
6/13/1976	6/19/1976	233	24	1976	1975\1976	197624	6	197606
6/20/1976	6/26/1976	234	25	1976	1975\1976	197625	6	197606
6/27/1976	7/3/1976	235	26	1976	1975\1976	197626	6	197606
7/4/1976	7/10/1976	236	27	1976	1976\1977	197627	7	197607
7/11/1976	7/17/1976	237	28	1976	1976\1977	197628	7	197607
7/18/1976	7/24/1976	238	29	1976	1976\1977	197629	7	197607
7/25/1976	7/31/1976	239	30	1976	1976\1977	197630	7	197607
8/1/1976	8/7/1976	240	31	1976	1976\1977	197631	8	197608
8/8/1976	8/14/1976	241	32	1976	1976\1977	197632	8	197608
8/15/1976	8/21/1976	242	33	1976	1976\1977	197633	8	197608
8/22/1976	8/28/1976	243	34	1976	1976\1977	197634	8	197608
8/29/1976	9/4/1976	244	35	1976	1976\1977	197635	9	197609
9/5/1976	9/11/1976	245	36	1976	1976\1977	197636	9	197609
9/12/1976	9/18/1976	246	37	1976	1976\1977	197637	9	197609
9/19/1976	9/25/1976	247	38	1976	1976\1977	197638	9	197609
9/26/1976	10/2/1976	248	39	1976	1976\1977	197639	9	197609
10/3/1976	10/9/1976	249	40	1976	1976\1977	197640	10	197610
10/10/1976	10/16/1976	250	41	1976	1976\1977	197641	10	197610
10/17/1976	10/23/1976	251	42	1976	1976\1977	197642	10	197610
10/24/1976	10/30/1976	252	43	1976	1976\1977	197643	10	197610
10/31/1976	11/6/1976	253	44	1976	1976\1977	197644	11	197611
11/7/1976	11/13/1976	254	45	1976	1976\1977	197645	11	197611
11/14/1976	11/20/1976	255	46	1976	1976\1977	197646	11	197611
11/21/1976	11/27/1976	256	47	1976	1976\1977	197647	11	197611
11/28/1976	12/4/1976	257	48	1976	1976\1977	197648	12	197612
12/5/1976	12/11/1976	258	49	1976	1976\1977	197649	12	197612
12/12/1976	12/18/1976	259	50	1976	1976\1977	197650	12	197612
12/19/1976	12/25/1976	260	51	1976	1976\1977	197651	12	197612
12/26/1976	1/1/1977	261	52	1976	1976\1977	197652	12	197612
1/2/1977	1/8/1977	262	1	1977	1976\1977	197701	1	197701
1/9/1977	1/15/1977	263	2	1977	1976\1977	197702	1	197701
1/16/1977	1/22/1977	264	3	1977	1976\1977	197703	1	197701
1/23/1977	1/29/1977	265	4	1977	1976\1977	197704	1	197701
1/30/1977	2/5/1977	266	5	1977	1976\1977	197705	2	197702
2/6/1977	2/12/1977	267	6	1977	1976\1977	197706	2	197702
2/13/1977	2/19/1977	268	7	1977	1976\1977	197707	2	197702
2/20/1977	2/26/1977	269	8	1977	1976\1977	197708	2	197702
2/27/1977	3/5/1977	270	9	1977	1976\1977	197709	3	197703
3/6/1977	3/12/1977	271	10	1977	1976\1977	197710	3	197703
3/13/1977	3/19/1977	272	11	1977	1976\1977	197711	3	197703
3/20/1977	3/26/1977	273	12	1977	1976\1977	197712	3	197703
3/27/1977	4/2/1977	274	13	1977	1976\1977	197713	3	197703
4/3/1977	4/9/1977	275	14	1977	1976\1977	197714	4	197704
4/10/1977	4/16/1977	276	15	1977	1976\1977	197715	4	197704
4/17/1977	4/23/1977	277	16	1977	1976\1977	197716	4	197704
4/24/1977	4/30/1977	278	17	1977	1976\1977	197717	4	197704
5/1/1977	5/7/1977	279	18	1977	1976\1977	197718	5	197705
5/8/1977	5/14/1977	280	19	1977	1976\1977	197719	5	197705
5/15/1977	5/21/1977	281	20	1977	1976\1977	197720	5	197705
5/22/1977	5/28/1977	282	21	1977	1976\1977	197721	5	197705
5/29/1977	6/4/1977	283	22	1977	1976\1977	197722	6	197706
6/5/1977	6/11/1977	284	23	1977	1976\1977	197723	6	197706
6/12/1977	6/18/1977	285	24	1977	1976\1977	197724	6	197706
6/19/1977	6/25/1977	286	25	1977	1976\1977	197725	6	197706
6/26/1977	7/2/1977	287	26	1977	1976\1977	197726	6	197706
7/3/1977	7/9/1977	288	27	1977	1977\1978	197727	7	197707
7/10/1977	7/16/1977	289	28	1977	1977\1978	197728	7	197707
7/17/1977	7/23/1977	290	29	1977	1977\1978	197729	7	197707
7/24/1977	7/30/1977	291	30	1977	1977\1978	197730	7	197707
7/31/1977	8/6/1977	292	31	1977	1977\1978	197731	8	197708
8/7/1977	8/13/1977	293	32	1977	1977\1978	197732	8	197708
8/14/1977	8/20/1977	294	33	1977	1977\1978	197733	8	197708
8/21/1977	8/27/1977	295	34	1977	1977\1978	197734	8	197708
8/28/1977	9/3/1977	296	35	1977	1977\1978	197735	8	197708
9/4/1977	9/10/1977	297	36	1977	1977\1978	197736	9	197709
9/11/1977	9/17/1977	298	37	1977	1977\1978	197737	9	197709
9/18/1977	9/24/1977	299	38	1977	1977\1978	197738	9	197709
9/25/1977	10/1/1977	300	39	1977	1977\1978	197739	9	197709
10/2/1977	10/8/1977	301	40	1977	1977\1978	197740	10	197710
10/9/1977	10/15/1977	302	41	1977	1977\1978	197741	10	197710
10/16/1977	10/22/1977	303	42	1977	1977\1978	197742	10	197710
10/23/1977	10/29/1977	304	43	1977	1977\1978	197743	10	197710
10/30/1977	11/5/1977	305	44	1977	1977\1978	197744	11	197711
11/6/1977	11/12/1977	306	45	1977	1977\1978	197745	11	197711
11/13/1977	11/19/1977	307	46	1977	1977\1978	197746	11	197711
11/20/1977	11/26/1977	308	47	1977	1977\1978	197747	11	197711
11/27/1977	12/3/1977	309	48	1977	1977\1978	197748	11	197711
12/4/1977	12/10/1977	310	49	1977	1977\1978	197749	12	197712
12/11/1977	12/17/1977	311	50	1977	1977\1978	197750	12	197712
12/18/1977	12/24/1977	312	51	1977	1977\1978	197751	12	197712
12/25/1977	12/31/1977	313	52	1977	1977\1978	197752	12	197712
1/1/1978	1/7/1978	314	1	1978	1977\1978	197801	1	197801
1/8/1978	1/14/1978	315	2	1978	1977\1978	197802	1	197801
1/15/1978	1/21/1978	316	3	1978	1977\1978	197803	1	197801
1/22/1978	1/28/1978	317	4	1978	1977\1978	197804	1	197801
1/29/1978	2/4/1978	318	5	1978	1977\1978	197805	2	197802
2/5/1978	2/11/1978	319	6	1978	1977\1978	197806	2	197802
2/12/1978	2/18/1978	320	7	1978	1977\1978	197807	2	197802
2/19/1978	2/25/1978	321	8	1978	1977\1978	197808	2	197802
2/26/1978	3/4/1978	322	9	1978	1977\1978	197809	3	197803
3/5/1978	3/11/1978	323	10	1978	1977\1978	197810	3	197803
3/12/1978	3/18/1978	324	11	1978	1977\1978	197811	3	197803
3/19/1978	3/25/1978	325	12	1978	1977\1978	197812	3	197803
3/26/1978	4/1/1978	326	13	1978	1977\1978	197813	3	197803
4/2/1978	4/8/1978	327	14	1978	1977\1978	197814	4	197804
4/9/1978	4/15/1978	328	15	1978	1977\1978	197815	4	197804
4/16/1978	4/22/1978	329	16	1978	1977\1978	197816	4	197804
4/23/1978	4/29/1978	330	17	1978	1977\1978	197817	4	197804
4/30/1978	5/6/1978	331	18	1978	1977\1978	197818	5	197805
5/7/1978	5/13/1978	332	19	1978	1977\1978	197819	5	197805
5/14/1978	5/20/1978	333	20	1978	1977\1978	197820	5	197805
5/21/1978	5/27/1978	334	21	1978	1977\1978	197821	5	197805
5/28/1978	6/3/1978	335	22	1978	1977\1978	197822	5	197805
6/4/1978	6/10/1978	336	23	1978	1977\1978	197823	6	197806
6/11/1978	6/17/1978	337	24	1978	1977\1978	197824	6	197806
6/18/1978	6/24/1978	338	25	1978	1977\1978	197825	6	197806
6/25/1978	7/1/1978	339	26	1978	1977\1978	197826	6	197806
7/2/1978	7/8/1978	340	27	1978	1978\1979	197827	7	197807
7/9/1978	7/15/1978	341	28	1978	1978\1979	197828	7	197807
7/16/1978	7/22/1978	342	29	1978	1978\1979	197829	7	197807
7/23/1978	7/29/1978	343	30	1978	1978\1979	197830	7	197807
7/30/1978	8/5/1978	344	31	1978	1978\1979	197831	8	197808
8/6/1978	8/12/1978	345	32	1978	1978\1979	197832	8	197808
8/13/1978	8/19/1978	346	33	1978	1978\1979	197833	8	197808
8/20/1978	8/26/1978	347	34	1978	1978\1979	197834	8	197808
8/27/1978	9/2/1978	348	35	1978	1978\1979	197835	8	197808
9/3/1978	9/9/1978	349	36	1978	1978\1979	197836	9	197809
9/10/1978	9/16/1978	350	37	1978	1978\1979	197837	9	197809
9/17/1978	9/23/1978	351	38	1978	1978\1979	197838	9	197809
9/24/1978	9/30/1978	352	39	1978	1978\1979	197839	9	197809
10/1/1978	10/7/1978	353	40	1978	1978\1979	197840	10	197810
10/8/1978	10/14/1978	354	41	1978	1978\1979	197841	10	197810
10/15/1978	10/21/1978	355	42	1978	1978\1979	197842	10	197810
10/22/1978	10/28/1978	356	43	1978	1978\1979	197843	10	197810
10/29/1978	11/4/1978	357	44	1978	1978\1979	197844	11	197811
11/5/1978	11/11/1978	358	45	1978	1978\1979	197845	11	197811
11/12/1978	11/18/1978	359	46	1978	1978\1979	197846	11	197811
11/19/1978	11/25/1978	360	47	1978	1978\1979	197847	11	197811
11/26/1978	12/2/1978	361	48	1978	1978\1979	197848	11	197811
12/3/1978	12/9/1978	362	49	1978	1978\1979	197849	12	197812
12/10/1978	12/16/1978	363	50	1978	1978\1979	197850	12	197812
12/17/1978	12/23/1978	364	51	1978	1978\1979	197851	12	197812
12/24/1978	12/30/1978	365	52	1978	1978\1979	197852	12	197812
12/31/1978	1/6/1979	366	1	1979	1978\1979	197901	1	197901
1/7/1979	1/13/1979	367	2	1979	1978\1979	197902	1	197901
1/14/1979	1/20/1979	368	3	1979	1978\1979	197903	1	197901
1/21/1979	1/27/1979	369	4	1979	1978\1979	197904	1	197901
1/28/1979	2/3/1979	370	5	1979	1978\1979	197905	1	197901
2/4/1979	2/10/1979	371	6	1979	1978\1979	197906	2	197902
2/11/1979	2/17/1979	372	7	1979	1978\1979	197907	2	197902
2/18/1979	2/24/1979	373	8	1979	1978\1979	197908	2	197902
2/25/1979	3/3/1979	374	9	1979	1978\1979	197909	2	197902
3/4/1979	3/10/1979	375	10	1979	1978\1979	197910	3	197903
3/11/1979	3/17/1979	376	11	1979	1978\1979	197911	3	197903
3/18/1979	3/24/1979	377	12	1979	1978\1979	197912	3	197903
3/25/1979	3/31/1979	378	13	1979	1978\1979	197913	3	197903
4/1/1979	4/7/1979	379	14	1979	1978\1979	197914	4	197904
4/8/1979	4/14/1979	380	15	1979	1978\1979	197915	4	197904
4/15/1979	4/21/1979	381	16	1979	1978\1979	197916	4	197904
4/22/1979	4/28/1979	382	17	1979	1978\1979	197917	4	197904
4/29/1979	5/5/1979	383	18	1979	1978\1979	197918	5	197905
5/6/1979	5/12/1979	384	19	1979	1978\1979	197919	5	197905
5/13/1979	5/19/1979	385	20	1979	1978\1979	197920	5	197905
5/20/1979	5/26/1979	386	21	1979	1978\1979	197921	5	197905
5/27/1979	6/2/1979	387	22	1979	1978\1979	197922	5	197905
6/3/1979	6/9/1979	388	23	1979	1978\1979	197923	6	197906
6/10/1979	6/16/1979	389	24	1979	1978\1979	197924	6	197906
6/17/1979	6/23/1979	390	25	1979	1978\1979	197925	6	197906
6/24/1979	6/30/1979	391	26	1979	1978\1979	197926	6	197906
7/1/1979	7/7/1979	392	27	1979	1979\1980	197927	7	197907
7/8/1979	7/14/1979	393	28	1979	1979\1980	197928	7	197907
7/15/1979	7/21/1979	394	29	1979	1979\1980	197929	7	197907
7/22/1979	7/28/1979	395	30	1979	1979\1980	197930	7	197907
7/29/1979	8/4/1979	396	31	1979	1979\1980	197931	8	197908
8/5/1979	8/11/1979	397	32	1979	1979\1980	197932	8	197908
8/12/1979	8/18/1979	398	33	1979	1979\1980	197933	8	197908
